总序号,性别,年龄,职业,学历,收入,玩家游戏情况,游戏进入,游戏偏好
2991,2,5,2,4,3,2,1,2
2992,1,1,1,2,1,3,2,2
2993,2,3,3,2,3,2,3,3
2994,1,3,2,5,5,2,3,1
2995,1,NA,7,3,5,2,5,5
2996,1,1,1,1,1,4,5,5
2997,1,2,1,5,1,4,3,3
2998,2,2,1,4,1,3,3,6
2999,1,2,1,3,1,4,5,5
3000,1,5,1,5,3,2,5,6
3001,1,5,6,4,1,1,4,6
3002,2,1,1,2,1,4,1,6
3003,1,4,2,5,3,2,5,5
3004,1,1,1,2,1,4,3,1
3005,1,4,5,2,4,3,2,2
3006,1,NA,1,3,1,2,1,1
3007,1,3,1,4,1,1,3,3
3008,1,4,2,3,2,4,2,4
3009,1,3,2,5,3,2,2,3
3010,1,1,1,1,2,3,3,2
3011,2,2,2,2,2,3,1,2
3012,1,1,1,1,1,4,4,5
3013,1,1,6,2,1,4,3,1
3014,1,3,7,3,3,4,3,2
3015,1,4,3,2,3,4,3,1
3016,1,1,1,2,1,3,2,5
3017,1,5,6,5,5,4,4,5
3018,1,3,1,4,1,3,3,1
3019,2,2,1,5,1,1,3,2
3020,1,1,1,2,1,4,2,3
3021,1,1,1,2,5,4,5,6
3022,1,2,1,5,1,2,3,1
3023,1,1,1,2,1,1,1,2
3024,2,2,3,3,2,3,1,3
3025,2,1,1,4,3,3,1,1
3026,2,1,1,1,1,4,1,2
3027,1,2,5,4,3,2,5,1
3028,1,3,3,4,4,3,3,2
3029,2,3,6,2,1,2,3,4
3030,1,1,1,2,1,2,3,2
3031,2,1,1,2,1,2,1,2
3032,2,NA,1,1,1,1,1,2
3033,1,1,1,1,1,2,2,4
3034,1,2,2,5,2,2,2,2
3035,1,3,2,5,3,4,2,3
3036,2,4,2,2,2,2,3,3
3037,1,2,1,3,1,4,2,5
3038,2,1,5,1,2,4,1,3
3039,1,1,1,1,1,2,3,3
3040,2,3,5,2,1,1,1,6
3041,2,1,1,1,1,2,4,2
3042,1,1,1,1,1,3,2,3
3043,1,1,1,1,1,4,5,2
3044,1,4,1,1,4,1,1,1
3045,1,4,5,5,4,4,2,3
3046,1,1,1,2,1,4,3,5
3047,1,1,1,1,5,4,3,5
3048,2,3,4,5,3,2,5,3
3049,1,3,2,4,3,2,2,3
3050,1,2,2,3,4,4,2,5
3051,2,3,6,2,1,4,5,3
3052,1,2,1,3,3,2,3,3
3053,1,2,5,2,1,4,3,3
3054,2,1,1,2,1,4,5,2
3055,NA,3,5,2,2,2,4,1
3056,1,1,1,2,1,3,1,4
3057,1,1,1,1,1,4,3,4
3058,2,1,1,2,1,1,1,3
3059,1,4,5,3,4,2,5,2
3060,2,1,1,3,1,1,3,5
3061,1,2,6,2,2,4,2,1
3062,1,2,2,5,5,3,2,2
3063,1,2,1,4,1,4,4,3
3064,1,2,3,3,NA,4,5,2
3065,1,1,1,1,1,4,3,5
3066,1,4,5,2,1,3,2,5
3067,2,NA,1,1,1,1,5,5
3068,2,4,7,3,1,3,1,2
3069,2,2,1,5,1,4,3,3
3070,1,1,1,1,1,4,5,5
3071,1,1,1,2,1,2,2,4
3072,1,3,3,4,4,1,2,1
3073,2,4,5,2,2,2,1,3
3074,2,2,5,3,3,3,3,4
3075,1,1,1,2,1,2,5,5
3076,1,1,1,2,1,3,5,1
3077,1,3,7,3,3,3,4,3
3078,1,3,3,4,5,3,3,3
3079,1,1,1,1,1,1,2,5
3080,2,NA,1,3,1,3,1,2
3081,2,3,2,4,2,2,3,3
3082,2,2,1,3,1,3,1,2
3083,1,1,1,2,1,4,2,5
3084,1,2,1,5,1,3,2,2
3085,1,5,3,5,2,1,3,5
3086,NA,3,5,2,2,1,1,1
3087,1,1,1,1,1,2,1,3
3088,2,3,5,2,1,2,3,3
3089,1,5,7,5,4,4,5,3
3090,2,4,2,3,3,2,3,3
3091,1,3,6,4,1,2,3,2
3092,2,4,6,3,NA,1,1,1
3093,2,3,1,5,1,1,3,3
3094,NA,2,1,3,1,2,5,6
3095,NA,1,1,1,1,1,1,2
3096,2,1,1,1,1,4,1,5
3097,2,2,1,3,1,2,3,3
3098,2,1,1,1,1,4,1,1
3099,1,2,1,3,1,4,2,6
3100,1,1,7,2,1,2,1,5
3101,1,2,2,4,3,2,1,2
3102,2,1,1,1,1,4,5,5
3103,1,1,1,1,1,2,4,2
3104,2,1,1,1,1,2,5,2
3105,1,3,4,5,5,1,5,2
3106,1,4,4,5,5,2,1,1
3107,1,1,1,2,1,4,5,5
3108,1,1,1,2,1,4,3,3
3109,1,3,5,3,1,4,3,4
3110,2,4,6,2,1,2,4,6
3111,2,4,6,2,1,4,3,3
3112,1,1,1,1,1,1,2,1
3113,1,1,6,1,1,4,3,3
3114,1,2,1,3,2,2,3,3
3115,2,2,1,4,1,4,1,2
3116,2,2,1,5,1,4,1,3
3117,1,4,5,3,2,2,2,3
3118,1,1,1,2,1,2,1,2
3119,1,3,2,3,3,2,1,3
3120,1,4,2,5,3,2,1,2
3121,1,1,1,1,5,4,5,1
3122,1,1,1,2,1,2,2,5
3123,1,NA,1,1,1,2,3,5
3124,2,NA,5,3,3,1,3,4
3125,1,1,1,2,1,3,3,3
3126,1,4,2,3,3,2,3,3
3127,2,2,4,4,3,3,1,3
3128,NA,3,6,3,1,4,1,1
3129,1,3,6,5,3,3,1,1
3130,1,3,2,4,NA,4,3,3
3131,1,1,1,2,2,2,3,3
3132,1,2,1,5,1,4,2,1
3133,2,3,2,4,3,3,3,3
3134,1,1,1,3,1,3,5,4
3135,1,1,1,3,1,4,2,3
3136,1,1,1,2,1,2,1,3
3137,1,2,4,2,2,3,3,1
3138,1,1,1,3,1,4,4,5
3139,1,1,1,1,1,3,2,1
3140,1,2,7,3,1,3,2,1
3141,2,2,1,4,1,2,3,3
3142,1,2,1,3,1,2,2,3
3143,1,2,3,5,4,4,3,6
3144,1,2,1,3,1,2,2,5
3145,2,4,7,3,1,1,1,2
3146,1,2,1,3,1,4,3,1
3147,1,1,1,2,1,4,3,3
3148,2,5,5,4,1,1,3,1
3149,1,1,1,5,5,2,3,5
3150,1,2,5,2,2,2,5,5
3151,2,NA,1,2,1,2,3,2
3152,1,3,3,3,4,2,3,2
3153,2,1,1,1,1,4,5,3
3154,2,1,1,2,1,4,3,3
3155,1,1,1,2,1,4,3,5
3156,2,2,1,3,1,4,3,5
3157,1,3,2,3,4,3,5,4
3158,2,2,1,5,1,1,1,4
3159,2,3,5,2,3,2,3,1
3160,2,3,7,4,2,4,3,6
3161,1,3,2,5,3,3,5,6
3162,1,3,6,5,4,2,2,3
3163,2,3,2,5,3,4,3,2
3164,2,4,7,5,3,2,1,2
3165,2,1,1,1,1,1,1,1
3166,2,1,1,1,1,4,1,5
3167,1,2,1,4,NA,4,1,2
3168,1,3,2,5,3,4,1,5
3169,1,1,1,1,1,2,3,4
3170,1,2,1,5,1,2,2,3
3171,2,2,2,4,3,2,1,4
3172,NA,2,1,2,1,3,1,6
3173,2,4,7,4,2,4,1,3
3174,1,2,5,2,2,4,1,5
3175,1,2,1,5,1,1,3,3
3176,2,1,1,2,1,4,3,2
3177,2,1,1,1,1,1,5,2
3178,2,3,2,4,3,2,3,3
3179,1,1,1,1,1,4,5,4
3180,2,2,1,5,1,2,1,3
3181,1,2,4,4,3,4,5,1
3182,1,2,5,3,3,2,3,3
3183,2,3,7,5,NA,4,1,3
3184,2,2,1,4,1,4,3,3
3185,1,5,7,5,5,4,5,6
3186,2,2,5,2,1,2,3,2
3187,1,3,2,4,4,2,3,2
3188,1,NA,2,4,3,3,2,5
3189,1,NA,1,4,1,2,3,5
3190,2,3,7,2,1,4,3,2
3191,2,3,4,5,3,2,1,5
3192,2,2,1,3,1,3,3,3
3193,2,2,7,4,2,2,1,2
3194,1,1,1,1,1,2,3,5
3195,1,4,2,5,3,1,3,3
3196,2,1,1,1,1,4,5,2
3197,1,3,5,4,5,3,3,3
3198,1,3,2,4,3,4,5,2
3199,2,2,1,4,1,2,3,2
3200,1,2,2,4,3,4,3,1
3201,2,1,3,4,5,4,1,3
3202,1,5,4,5,5,2,2,1
3203,1,2,1,3,1,2,3,3
3204,2,3,4,5,NA,4,1,1
3205,1,2,5,3,4,2,3,5
3206,1,4,2,3,4,2,3,2
3207,1,3,5,2,3,3,2,3
3208,1,2,1,5,1,4,3,4
3209,2,4,3,3,3,4,3,2
3210,NA,4,5,2,2,2,1,3
3211,NA,2,5,3,4,2,3,3
3212,NA,1,1,1,1,2,1,2
3213,2,3,3,2,3,4,1,6
3214,2,3,2,5,2,3,1,4
3215,1,2,1,3,1,2,5,5
3216,2,3,2,5,3,2,3,2
3217,1,1,1,2,2,4,5,1
3218,2,2,1,4,1,4,3,3
3219,1,1,1,2,1,1,2,1
3220,2,2,1,3,1,2,1,5
3221,2,4,7,2,2,2,1,2
3222,NA,2,5,2,1,2,1,2
3223,2,2,1,3,1,3,1,4
3224,2,5,3,3,2,2,5,1
3225,1,4,3,3,3,1,1,6
3226,2,2,3,3,2,4,3,2
3227,2,1,1,1,NA,2,5,2
3228,1,2,1,3,1,2,3,1
3229,2,2,1,5,1,1,3,2
3230,1,5,5,2,NA,1,3,2
3231,NA,3,3,4,4,3,1,2
3232,2,NA,7,4,3,3,1,2
3233,1,3,7,2,1,2,3,3
3234,1,3,3,1,1,4,3,5
3235,1,3,6,4,3,3,1,3
3236,2,1,1,2,1,2,4,3
3237,1,1,1,1,1,1,3,3
3238,1,4,3,3,4,4,4,3
3239,2,3,6,4,1,1,3,2
3240,2,2,1,4,2,4,3,3
3241,1,2,1,3,1,2,5,2
3242,1,1,1,2,1,3,3,4
3243,2,2,1,5,1,2,2,5
3244,1,2,2,4,4,4,5,5
3245,2,2,6,2,1,3,5,3
3246,2,4,2,4,4,4,3,4
3247,2,1,7,5,NA,1,5,2
3248,1,2,1,5,1,4,3,4
3249,1,3,3,3,5,3,4,1
3250,NA,1,1,1,1,4,1,1
3251,2,1,1,2,1,1,3,2
3252,1,4,4,4,NA,4,2,4
3253,2,2,1,5,1,1,1,3
3254,1,1,1,2,1,4,2,4
3255,2,2,4,5,3,4,4,2
3256,1,3,5,2,4,1,5,2
3257,1,3,5,4,3,3,3,3
3258,2,2,1,2,1,3,3,3
3259,NA,1,1,1,5,2,1,3
3260,1,2,7,4,1,3,5,4
3261,2,1,1,1,1,2,1,2
3262,1,1,1,2,1,2,2,4
3263,2,2,1,5,1,4,3,3
3264,1,3,7,3,3,4,3,2
3265,2,3,2,5,3,1,1,3
3266,1,1,1,3,1,4,3,3
3267,1,2,1,5,1,4,3,1
3268,1,1,1,2,1,4,5,6
3269,2,2,1,4,1,4,4,4
3270,2,4,2,4,3,2,1,3
3271,1,3,2,5,4,3,3,5
3272,1,5,4,5,5,3,1,3
3273,1,1,1,1,1,2,1,1
3274,1,4,2,3,4,2,2,2
3275,1,3,2,4,4,3,3,3
3276,2,2,4,4,2,1,1,3
3277,2,2,7,2,1,2,4,3
3278,1,2,1,5,1,1,2,3
3279,1,3,2,4,4,2,2,1
3280,1,2,1,5,1,4,2,5
3281,1,2,1,5,1,2,2,5
3282,2,4,3,3,1,4,1,3
3283,1,2,1,4,1,2,3,3
3284,1,3,7,4,4,2,2,3
3285,2,3,5,2,1,4,3,2
3286,1,2,1,3,1,2,1,2
3287,2,1,1,1,NA,1,1,2
3288,1,2,1,3,1,4,5,2
3289,1,1,1,2,1,2,5,5
3290,1,3,4,5,4,2,3,4
3291,1,2,1,3,1,4,5,3
3292,2,2,7,2,1,3,5,6
3293,1,2,1,5,1,3,3,3
3294,2,2,1,5,1,3,3,3
3295,NA,5,7,3,3,2,1,1
3296,1,3,2,2,3,4,2,5
3297,2,2,1,4,NA,1,1,3
3298,1,4,5,3,3,4,2,3
3299,2,1,1,2,NA,4,5,2
3300,1,3,2,4,3,3,2,2
3301,1,4,3,2,3,1,1,3
3302,1,5,3,2,2,2,3,3
3303,1,4,5,1,1,4,5,2
3304,2,2,1,3,1,3,3,3
3305,2,2,2,3,3,2,3,3
3306,2,3,2,4,3,4,3,2
3307,1,NA,2,4,4,4,3,5
3308,1,3,6,5,1,1,2,5
3309,2,2,5,2,1,4,3,2
3310,2,2,1,3,1,4,1,2
3311,1,1,1,1,1,1,2,6
3312,1,3,5,2,3,3,3,1
3313,1,1,1,2,1,2,2,2
3314,1,5,2,4,4,3,2,5
3315,1,2,1,3,1,2,2,3
3316,2,2,7,3,1,3,3,1
3317,1,2,1,3,1,4,3,2
3318,1,3,7,2,NA,2,3,3
3319,2,3,4,5,5,1,3,2
3320,1,1,1,2,NA,2,1,2
3321,NA,1,1,2,4,2,1,3
3322,2,2,1,5,1,4,1,4
3323,1,4,2,3,3,4,3,1
3324,1,NA,1,2,1,2,1,1
3325,2,2,1,5,1,4,3,6
3326,1,2,3,5,5,4,1,1
3327,2,1,1,1,1,4,4,4
3328,1,3,2,4,3,4,1,3
3329,2,3,3,2,3,2,3,3
3330,1,1,1,2,1,3,1,3
3331,1,1,6,2,3,4,3,3
3332,1,1,1,2,1,2,2,4
3333,2,4,5,4,2,2,3,1
3334,2,2,3,3,3,4,1,3
3335,2,2,1,5,1,4,3,2
3336,2,2,1,3,3,1,1,2
3337,1,3,5,3,4,2,1,3
3338,2,3,3,2,1,4,3,2
3339,2,NA,1,3,NA,1,5,4
3340,1,2,1,5,5,3,3,6
3341,1,2,6,3,1,2,4,3
3342,1,4,2,2,3,1,5,4
3343,1,2,6,2,1,2,3,2
3344,1,2,4,4,4,2,1,3
3345,2,1,1,3,1,4,3,2
3346,2,1,1,1,NA,1,1,2
3347,1,2,1,4,1,4,3,5
3348,1,NA,5,2,1,1,2,5
3349,1,3,2,5,3,2,3,2
3350,1,2,2,3,3,2,3,4
3351,1,1,1,1,1,2,3,6
3352,1,1,1,3,2,4,2,5
3353,1,4,4,4,4,3,2,5
3354,1,2,1,5,NA,2,4,2
3355,2,2,1,3,1,3,4,2
3356,1,1,1,1,1,4,2,5
3357,1,3,5,3,3,2,3,2
3358,1,2,1,5,NA,4,3,3
3359,2,2,1,4,1,1,3,3
3360,2,1,1,1,1,4,5,2
3361,NA,1,1,2,1,1,1,5
3362,1,3,2,5,4,4,1,1
3363,1,1,1,1,1,1,1,1
3364,1,4,4,5,3,2,2,5
3365,1,3,4,3,4,4,3,1
3366,1,1,1,2,1,2,5,3
3367,1,3,2,5,4,3,4,5
3368,1,3,5,4,5,2,3,4
3369,1,2,2,2,3,4,5,3
3370,2,2,1,5,2,1,2,3
3371,2,2,2,4,4,4,3,1
3372,1,5,3,3,4,3,1,5
3373,1,1,1,2,1,2,4,5
3374,1,3,1,5,1,4,1,3
3375,1,2,1,4,1,2,3,3
3376,1,4,5,2,5,4,2,1
3377,2,2,1,5,5,4,5,5
3378,NA,1,1,1,1,2,1,2
3379,1,2,1,3,1,2,2,4
3380,1,4,2,4,4,3,3,2
3381,1,2,7,5,4,2,2,6
3382,1,2,1,5,1,3,3,1
3383,1,2,1,5,1,4,3,5
3384,1,2,1,5,1,2,3,3
3385,1,2,1,5,1,4,3,5
3386,2,3,3,2,3,1,3,4
3387,2,1,1,2,1,4,3,3
3388,NA,1,1,2,1,3,3,5
3389,1,1,1,2,1,4,5,5
3390,1,5,7,5,1,3,3,3
3391,1,2,2,3,3,4,2,5
3392,1,2,2,3,3,4,5,6
3393,1,1,1,1,1,4,4,5
3394,1,2,1,3,3,2,5,6
3395,1,1,6,4,1,2,3,1
3396,1,3,6,5,3,4,2,2
3397,2,2,1,3,1,1,1,4
3398,1,5,2,4,3,2,1,3
3399,1,2,1,5,1,3,5,4
3400,2,3,5,3,1,2,3,3
3401,1,3,6,4,NA,4,5,3
3402,1,3,2,5,3,4,5,2
3403,2,4,3,3,4,3,4,1
3404,2,1,1,2,1,3,1,5
3405,2,4,7,5,5,2,3,4
3406,1,3,3,4,2,3,3,2
3407,1,5,5,2,3,2,3,3
3408,1,1,3,5,5,4,2,1
3409,1,1,1,1,1,4,3,3
3410,1,2,1,3,1,2,2,3
3411,1,2,2,3,4,4,5,3
3412,1,1,1,3,1,2,4,2
3413,1,2,1,4,1,4,2,3
3414,1,4,7,3,4,4,3,3
3415,1,1,1,2,1,1,2,1
3416,1,2,1,3,1,4,3,3
3417,1,1,1,2,1,4,3,5
3418,1,1,1,3,1,4,5,1
3419,1,1,1,2,1,4,5,5
3420,1,1,1,2,1,4,3,1
3421,2,2,5,2,2,2,4,2
3422,1,3,3,4,4,3,5,3
3423,1,2,1,4,1,3,2,1
3424,1,5,2,3,4,2,3,3
3425,1,4,6,5,3,2,2,3
3426,1,3,3,2,3,2,3,6
3427,2,3,7,5,NA,2,1,3
3428,2,1,1,2,1,4,3,3
3429,2,2,2,4,3,4,1,3
3430,1,4,5,2,2,1,4,5
3431,1,2,4,5,5,2,3,3
3432,1,1,1,1,1,2,3,3
3433,1,3,5,2,3,4,2,1
3434,1,3,7,2,2,3,5,2
3435,1,3,5,5,3,2,5,1
3436,2,3,4,5,3,2,3,3
3437,1,NA,3,3,3,1,1,3
3438,1,2,2,3,2,2,1,1
3439,1,1,1,2,1,4,3,1
3440,1,4,3,3,3,4,3,2
3441,1,3,5,4,5,4,3,5
3442,2,2,7,4,1,2,5,3
3443,1,2,1,3,1,2,2,3
3444,1,2,1,2,4,4,1,2
3445,1,1,1,1,5,2,5,2
3446,2,3,5,5,2,1,1,2
3447,1,4,4,5,5,4,3,6
3448,2,3,1,5,1,4,3,3
3449,1,2,1,2,1,2,1,6
3450,1,2,1,4,1,4,1,2
3451,2,3,2,5,3,4,1,6
3452,1,4,6,5,2,2,3,3
3453,2,1,1,1,1,2,5,5
3454,1,4,4,5,3,3,5,2
3455,NA,2,7,2,2,2,3,3
3456,1,4,2,1,NA,3,5,5
3457,1,4,7,5,4,4,3,2
3458,1,4,2,3,3,2,2,4
3459,2,2,3,2,3,4,1,3
3460,2,2,1,3,1,4,3,2
3461,1,2,7,4,3,1,5,6
3462,1,3,3,2,4,3,5,4
3463,1,1,1,2,1,3,2,4
3464,NA,4,6,2,2,1,5,6
3465,2,3,5,3,1,4,3,2
3466,NA,1,2,4,3,4,3,3
3467,2,3,2,4,2,4,3,2
3468,2,1,1,3,1,2,3,2
3469,2,2,1,5,3,4,1,5
3470,1,4,2,5,4,2,1,3
3471,1,3,5,4,5,3,3,3
3472,2,5,4,1,5,2,5,6
3473,1,1,1,2,1,1,2,1
3474,1,2,7,2,2,3,1,1
3475,1,3,4,5,4,3,5,5
3476,2,2,1,3,1,2,1,3
3477,2,2,5,2,3,1,3,3
3478,2,2,4,5,4,2,3,3
3479,2,5,6,4,2,4,5,2
3480,1,1,1,1,1,2,3,2
3481,1,2,1,5,1,2,1,4
3482,2,3,5,4,1,3,1,3
3483,NA,2,1,5,1,2,3,5
3484,2,1,1,3,1,2,5,1
3485,2,4,2,2,3,1,1,3
3486,1,3,2,4,3,4,3,3
3487,1,3,7,5,5,4,5,5
3488,1,4,5,3,2,2,5,1
3489,2,1,1,3,1,1,3,4
3490,1,2,1,5,1,4,2,5
3491,1,4,4,5,5,2,2,3
3492,1,1,1,5,NA,4,1,5
3493,1,1,1,1,1,1,2,1
3494,1,2,1,3,1,4,1,6
3495,2,2,1,5,1,4,3,3
3496,1,3,2,4,4,2,2,3
3497,2,4,6,2,1,2,1,1
3498,1,2,1,3,1,4,1,3
3499,NA,2,1,2,1,3,1,5
3500,NA,2,1,5,1,3,1,1
3501,1,2,5,3,1,4,1,5
3502,2,3,7,2,2,4,3,6
3503,2,3,6,4,1,1,3,1
3504,2,1,1,3,1,4,3,3
3505,2,2,1,4,1,3,1,3
3506,1,4,4,4,4,2,3,3
3507,1,2,1,3,1,2,5,1
3508,1,3,5,5,3,1,2,5
3509,1,1,1,2,2,2,5,2
3510,1,1,1,2,1,3,4,6
3511,NA,2,1,5,1,3,2,6
3512,1,2,1,5,1,3,2,2
3513,2,2,2,5,3,4,1,2
3514,1,4,4,5,4,1,3,3
3515,1,1,1,2,1,3,2,3
3516,1,2,5,2,1,2,3,2
3517,1,4,5,3,4,3,5,3
3518,1,1,1,1,1,2,3,3
3519,2,2,4,5,1,4,1,3
3520,1,2,1,3,1,2,5,3
3521,1,4,3,4,4,4,3,3
3522,1,2,1,5,1,1,5,3
3523,1,2,2,2,3,4,2,4
3524,2,3,5,4,2,1,3,3
3525,1,1,1,1,1,1,5,6
3526,1,2,1,5,2,4,3,3
3527,1,2,1,3,1,2,2,5
3528,NA,1,1,1,1,4,4,1
3529,2,1,1,2,1,2,1,5
3530,NA,3,6,3,1,2,4,1
3531,1,1,1,5,1,2,2,3
3532,1,NA,1,5,1,3,5,2
3533,1,2,1,5,2,2,2,1
3534,2,2,1,5,1,2,1,2
3535,2,1,1,1,5,4,4,3
3536,1,3,5,2,3,2,3,2
3537,2,2,7,3,3,3,5,1
3538,1,2,1,5,1,2,5,3
3539,2,1,1,1,1,3,3,5
3540,1,2,7,2,1,4,3,1
3541,1,4,3,3,3,2,1,5
3542,NA,4,2,5,2,4,1,3
3543,1,2,5,2,3,1,2,1
3544,2,1,1,2,1,2,1,2
3545,1,3,5,4,3,4,3,3
3546,1,2,1,5,1,2,3,5
3547,1,2,1,4,2,3,2,4
3548,1,3,5,4,4,2,1,1
3549,1,2,5,2,NA,2,3,6
3550,1,2,2,3,4,2,5,5
3551,1,5,2,3,NA,2,3,3
3552,1,1,1,1,1,2,2,2
3553,1,3,2,3,3,2,5,2
3554,1,2,7,1,1,3,2,4
3555,2,2,2,3,3,2,3,3
3556,1,1,1,1,1,2,1,1
3557,1,4,5,4,NA,2,3,1
3558,NA,1,1,2,1,4,3,3
3559,2,3,1,1,1,4,3,5
3560,1,2,1,5,1,4,5,2
3561,1,1,5,3,1,2,3,5
3562,1,3,6,3,2,2,2,2
3563,NA,1,1,2,1,4,1,2
3564,2,3,2,3,NA,2,3,2
3565,2,2,1,5,1,2,5,5
3566,1,3,7,5,3,2,3,3
3567,1,2,1,2,1,1,2,4
3568,2,4,4,4,2,2,1,1
3569,2,2,1,3,1,2,1,5
3570,1,3,2,5,5,4,5,1
3571,2,4,2,3,3,1,3,3
3572,1,3,5,5,4,2,3,2
3573,2,NA,1,3,1,4,3,1
3574,NA,1,1,3,1,4,1,1
3575,1,4,7,5,3,2,3,5
3576,1,4,4,5,4,2,3,3
3577,1,3,2,3,4,4,3,1
3578,1,4,3,2,2,4,5,3
3579,2,5,3,3,NA,2,1,5
3580,NA,3,7,2,2,1,3,2
3581,1,3,5,2,3,4,3,3
3582,1,4,6,3,1,2,2,3
3583,1,2,1,5,2,4,2,5
3584,1,3,4,5,3,2,3,2
3585,1,5,5,1,1,1,5,6
3586,2,4,5,2,3,1,1,1
3587,2,2,2,4,3,4,1,3
3588,1,4,5,3,3,3,2,4
3589,1,3,2,4,3,2,2,1
3590,1,1,1,2,1,2,1,3
3591,1,2,7,3,3,4,4,6
3592,2,4,5,3,2,1,1,3
3593,1,3,6,3,1,4,3,4
3594,1,3,7,4,4,4,3,3
3595,1,3,4,5,4,3,1,3
3596,2,1,1,1,1,2,1,5
3597,1,2,7,3,2,2,2,3
3598,2,2,1,5,1,3,1,3
3599,1,2,1,4,1,4,3,1
3600,1,2,1,4,1,2,4,5
3601,2,1,1,1,1,1,1,2
3602,2,2,5,4,2,4,3,3
3603,1,2,5,3,NA,2,2,5
3604,1,2,1,3,1,4,2,3
3605,1,2,1,3,1,2,2,4
3606,1,2,1,5,2,2,3,4
3607,NA,4,5,4,3,2,1,3
3608,1,3,2,2,3,2,1,1
3609,1,3,2,5,3,2,3,2
3610,1,4,4,5,5,3,3,5
3611,1,4,5,5,5,2,5,3
3612,NA,2,1,4,1,4,3,2
3613,1,3,2,5,4,4,3,1
3614,2,2,1,1,1,3,2,6
3615,1,2,1,5,2,4,3,3
3616,1,3,7,3,1,2,2,2
3617,1,3,7,2,1,4,2,4
3618,1,3,7,3,3,2,2,3
3619,2,3,2,5,NA,3,3,4
3620,NA,2,1,4,1,1,3,2
3621,2,3,3,4,3,1,1,3
3622,2,3,2,2,2,2,3,5
3623,1,3,5,2,3,2,3,2
3624,NA,1,1,2,1,1,3,5
3625,1,1,1,2,1,2,3,5
3626,2,3,2,4,NA,2,3,1
3627,1,3,4,4,4,3,3,5
3628,1,2,6,5,1,2,2,1
3629,2,3,6,1,1,2,3,3
3630,2,2,1,5,1,4,1,2
3631,1,1,1,1,1,4,1,1
3632,NA,3,3,3,1,4,1,3
3633,1,3,7,2,3,3,3,1
3634,1,4,3,5,4,3,2,3
3635,NA,2,1,5,5,2,3,1
3636,1,3,5,5,3,2,2,2
3637,1,2,1,5,1,4,2,5
3638,1,1,1,1,3,3,1,1
3639,NA,1,1,2,1,1,4,3
3640,1,4,3,2,4,2,5,2
3641,1,4,2,3,3,2,2,5
3642,1,5,7,5,5,3,4,2
3643,2,4,2,5,2,3,3,3
3644,2,3,5,3,3,2,1,1
3645,2,NA,2,4,3,4,3,1
3646,1,3,5,2,3,4,2,1
3647,1,2,1,5,1,4,1,5
3648,1,3,1,5,1,3,3,3
3649,1,3,2,3,3,4,3,3
3650,1,3,1,5,1,2,4,4
3651,1,2,1,3,1,3,3,4
3652,1,2,1,5,1,3,2,1
3653,NA,2,3,2,3,2,1,3
3654,NA,2,5,3,1,3,3,2
3655,2,4,5,4,4,3,3,2
3656,2,2,1,3,1,1,3,3
3657,1,1,1,1,1,4,4,1
3658,NA,3,3,3,3,2,2,6
3659,1,1,1,3,1,4,3,1
3660,1,5,2,5,5,2,2,3
3661,1,1,1,2,2,2,3,5
3662,1,2,1,5,1,4,3,1
3663,1,2,7,2,2,3,3,5
3664,2,3,6,3,1,1,3,2
3665,2,2,1,4,NA,2,3,4
3666,1,3,6,1,5,4,5,5
3667,1,3,7,2,4,4,2,3
3668,2,2,1,3,1,3,1,2
3669,1,2,2,4,NA,2,2,3
3670,1,4,5,2,3,4,4,3
3671,2,2,1,4,1,2,1,3
3672,1,1,2,2,1,2,2,3
3673,2,3,5,5,4,1,1,3
3674,2,3,7,3,1,2,3,3
3675,2,3,3,4,3,2,1,3
3676,2,2,4,4,3,3,1,3
3677,2,3,1,5,1,4,1,3
3678,1,2,2,4,3,2,2,5
3679,2,2,7,4,1,1,5,6
3680,1,1,1,3,1,4,5,3
3681,1,1,1,2,2,1,2,2
3682,2,2,1,5,1,4,3,2
3683,2,2,1,4,1,4,1,2
3684,1,4,2,3,3,4,3,2
3685,1,2,1,5,1,2,2,1
3686,1,5,3,3,2,2,2,1
3687,2,3,7,5,2,1,1,2
3688,1,3,2,3,3,2,3,2
3689,1,1,1,1,1,2,1,3
3690,1,2,2,3,NA,3,2,3
3691,1,2,6,2,1,4,4,5
3692,1,1,1,2,1,2,2,4
3693,1,1,6,2,NA,3,2,5
3694,1,1,1,2,1,2,2,1
3695,1,NA,3,2,4,2,2,1
3696,1,4,7,5,4,1,3,1
3697,1,3,5,4,1,3,1,2
3698,1,1,1,2,1,4,3,5
3699,2,2,6,1,1,4,5,2
3700,1,3,2,4,4,2,3,2
3701,1,2,1,3,1,2,5,5
3702,1,2,1,4,NA,2,5,5
3703,1,2,1,5,2,2,2,5
3704,2,2,1,5,1,2,5,2
3705,1,2,2,4,3,1,2,2
3706,1,3,5,2,3,2,2,2
3707,2,2,2,5,4,2,3,2
3708,1,5,2,4,4,4,3,5
3709,1,2,1,5,1,2,1,2
3710,1,4,4,5,4,2,3,2
3711,2,2,1,4,1,4,3,1
3712,1,1,6,1,1,2,2,6
3713,1,3,2,4,4,4,5,3
3714,1,3,6,2,4,2,2,1
3715,1,3,2,5,3,4,3,4
3716,NA,2,2,2,1,4,5,1
3717,2,4,6,4,3,4,1,3
3718,1,2,1,4,1,4,3,5
3719,1,4,5,3,3,2,5,6
